date,rank,name,price,today_purchased,value,now_viewing_customers_count,link
2019/9/12,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,66,118,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/12,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,34,120,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/12,6,TP-LINK TL-WR940N,599,0,50,81,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/12,7,TP-LINK Deco M5 3ks,6490,0,17,57,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/12,8,TP-LINK M7200,1499,0,22,66,https://www.alza.cz/EN/tp-link-m7200-d5455335.htm
2019/9/12,9,ASUS RT-AC58U,1999,0,19,88,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/12,10,ASUS RT-AC66U B1,2399,0,15,56,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/13,1,TP-Link Archer C6,999,33,236,305,https://www.alza.cz/EN/tp-link-archer-c6-d5484619.htm
2019/9/13,2,TP-LINK TL-WR841N,499,23,165,197,https://www.alza.cz/EN/tp-link-tl-wr841n-d185181.htm
2019/9/13,3,ASUS RT-AC57U,1199,11,79,131,https://www.alza.cz/EN/asus-rt-ac57u-d5478059.htm
2019/9/13,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,65,102,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/13,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,35,101,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/13,6,TP-LINK Deco M5 3ks,6390,0,16,61,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/13,7,TP-LINK TL-WR940N,599,0,46,70,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/13,8,TP-LINK M7200,1499,0,31,63,https://www.alza.cz/EN/tp-link-m7200-d5455335.htm
2019/9/13,9,ASUS RT-AC66U B1,2399,0,17,50,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/13,10,ASUS RT-AC58U,1999,0,20,64,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/14,1,TP-Link Archer C6,999,34,240,215,https://www.alza.cz/EN/tp-link-archer-c6-d5484619.htm
2019/9/14,2,TP-LINK TL-WR841N,499,23,165,175,https://www.alza.cz/EN/tp-link-tl-wr841n-d185181.htm
2019/9/14,3,ASUS RT-AC57U,1199,12,85,97,https://www.alza.cz/EN/asus-rt-ac57u-d5478059.htm
2019/9/14,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,65,90,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/14,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,37,103,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/14,6,TP-LINK Deco M5 3ks,6390,0,17,35,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/14,7,TP-LINK TL-WR940N,599,0,41,57,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/14,8,TP-LINK M7200,1499,0,23,48,https://www.alza.cz/EN/tp-link-m7200-d5455335.htm
2019/9/14,9,ASUS RT-AC66U B1,2399,0,17,40,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/14,10,ASUS RT-AC58U,1999,0,20,56,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/15,1,TP-Link Archer C6,999,34,241,289,https://www.alza.cz/EN/tp-link-archer-c6-d5484619.htm
2019/9/15,2,TP-LINK TL-WR841N,499,23,163,195,https://www.alza.cz/EN/tp-link-tl-wr841n-d185181.htm
2019/9/15,3,ASUS RT-AC57U,1199,11,82,110,https://www.alza.cz/EN/asus-rt-ac57u-d5478059.htm
2019/9/15,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,65,79,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/15,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,39,86,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/15,6,TP-LINK Deco M5 3ks,6390,0,16,41,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/15,7,TP-LINK TL-WR940N,599,0,40,56,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/15,8,TP-LINK M7200,1499,0,24,70,https://www.alza.cz/EN/tp-link-m7200-d5455335.htm
2019/9/15,9,ASUS RT-AC66U B1,2399,0,17,43,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/15,10,ASUS RT-AC58U,1999,0,20,68,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/16,1,TP-Link Archer C6,999,33,235,371,https://www.alza.cz/EN/tp-link-archer-c6-d5484619.htm
2019/9/16,2,TP-LINK TL-WR841N,499,22,157,260,https://www.alza.cz/EN/tp-link-tl-wr841n-d185181.htm
2019/9/16,3,ASUS RT-AC57U,1199,11,80,128,https://www.alza.cz/EN/asus-rt-ac57u-d5478059.htm
2019/9/16,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,63,135,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/16,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,38,110,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/16,6,TP-LINK Deco M5 3ks,6390,0,16,76,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/16,7,TP-LINK TL-WR940N,599,0,39,78,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/16,8,TP-LINK M7200,1499,0,25,63,https://www.alza.cz/EN/tp-link-m7200-d5455335.htm
2019/9/16,9,ASUS RT-AC66U B1,2399,0,17,55,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/16,10,ASUS RT-AC58U,1999,0,20,87,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/17,1,TP-Link Archer C6,999,33,235,349,https://www.alza.cz/EN/tp-link-archer-c6-d5484619.htm
2019/9/17,2,TP-LINK TL-WR841N,499,22,155,270,https://www.alza.cz/EN/tp-link-tl-wr841n-d185181.htm
2019/9/17,3,ASUS RT-AC57U,1199,11,78,123,https://www.alza.cz/EN/asus-rt-ac57u-d5478059.htm
2019/9/17,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,63,147,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/17,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,40,145,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/17,6,TP-LINK Deco M5 3ks,6390,0,17,62,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/17,7,ASUS RT-AC66U B1,2399,0,17,63,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/17,8,TP-LINK TL-WR940N,599,0,38,83,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/17,9,"Tenda F3 (N300, F303)",369,0,32,47,https://www.alza.cz/EN/tenda-f3-n300-f303-d3754534.htm
2019/9/17,10,ASUS RT-AC58U,1999,0,19,86,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/18,1,TP-Link Archer C6,1000,33,234,313,https://www.alza.cz/EN/tp-link-archer-c6-d5484619.htm
2019/9/18,2,TP-LINK TL-WR841N,499,22,158,229,https://www.alza.cz/EN/tp-link-tl-wr841n-d185181.htm
2019/9/18,3,ASUS RT-AC57U,1199,11,79,122,https://www.alza.cz/EN/asus-rt-ac57u-d5478059.htm
2019/9/18,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,61,113,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/18,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,42,102,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/18,6,TP-LINK Deco M5 3ks,6390,0,17,67,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/18,7,TP-LINK TL-WR940N,599,0,38,86,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/18,8,ASUS RT-AC66U B1,2399,0,16,65,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/18,9,ASUS RT-AC58U,1999,0,21,84,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/18,10,"Tenda F3 (N300, F303)",369,0,30,54,https://www.alza.cz/EN/tenda-f3-n300-f303-d3754534.htm
2019/9/19,1,TP-Link Archer C6,1000,33,233,337,https://www.alza.cz/EN/tp-link-archer-c6-d5484619.htm
2019/9/19,2,TP-LINK TL-WR841N,499,22,157,276,https://www.alza.cz/EN/tp-link-tl-wr841n-d185181.htm
2019/9/19,3,ASUS RT-AC57U,1199,11,81,135,https://www.alza.cz/EN/asus-rt-ac57u-d5478059.htm
2019/9/19,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,68,132,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/19,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,43,103,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/19,6,TP-LINK Deco M5 3ks,6390,0,16,479,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/19,7,TP-LINK TL-WR940N,599,0,38,73,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/19,8,ASUS RT-AC58U,1999,0,24,75,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/19,9,ASUS RT-AC66U B1,2399,0,16,46,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/19,10,"Tenda F3 (N300, F303)",369,0,29,42,https://www.alza.cz/EN/tenda-f3-n300-f303-d3754534.htm
2019/9/20,1,TP-Link Archer C6,1000,34,238,268,https://www.alza.cz/EN/tp-link-archer-c6-d5484619.htm
2019/9/20,2,TP-LINK TL-WR841N,499,23,163,227,https://www.alza.cz/EN/tp-link-tl-wr841n-d185181.htm
2019/9/20,3,ASUS RT-AC57U,1199,11,79,94,https://www.alza.cz/EN/asus-rt-ac57u-d5478059.htm
2019/9/20,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,65,96,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/20,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,43,92,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/20,6,TP-LINK TL-WR940N,599,0,37,64,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/20,7,ASUS RT-AC58U,1999,0,24,61,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/20,8,TP-LINK Deco M5 3ks,6390,0,12,645,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/20,9,ASUS RT-AC66U B1,2399,0,16,52,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/20,10,"Tenda F3 (N300, F303)",369,0,29,32,https://www.alza.cz/EN/tenda-f3-n300-f303-d3754534.htm
2019/9/21,1,TP-Link Archer C6,1000,34,238,217,https://www.alza.cz/EN/tp-link-archer-c6-d5484619.htm
2019/9/21,2,TP-LINK TL-WR841N,499,24,169,187,https://www.alza.cz/EN/tp-link-tl-wr841n-d185181.htm
2019/9/21,3,ASUS RT-AC57U,1199,11,77,95,https://www.alza.cz/EN/asus-rt-ac57u-d5478059.htm
2019/9/21,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,69,83,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/21,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,40,97,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/21,6,TP-LINK TL-WR940N,599,0,35,68,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/21,7,ASUS RT-AC58U,1999,0,25,67,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/21,8,ASUS RT-AC66U B1,2399,0,15,37,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/21,9,TP-LINK Deco M5 3ks,6390,0,11,183,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/21,10,"Tenda F3 (N300, F303)",369,0,27,27,https://www.alza.cz/EN/tenda-f3-n300-f303-d3754534.htm
2019/9/22,1,TP-Link Archer C6,1000,33,236,305,https://www.alza.cz/EN/tp-link-archer-c6-d5484619.htm
2019/9/22,2,TP-LINK TL-WR841N,499,23,167,237,https://www.alza.cz/EN/tp-link-tl-wr841n-d185181.htm
2019/9/22,3,ASUS RT-AC57U,1199,11,78,111,https://www.alza.cz/EN/asus-rt-ac57u-d5478059.htm
2019/9/22,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,65,105,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/22,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,40,87,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/22,6,TP-LINK TL-WR940N,599,0,38,74,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/22,7,ASUS RT-AC66U B1,2399,0,18,57,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/22,8,ASUS RT-AC58U,1999,0,24,71,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/22,9,TP-LINK Deco M5 3ks,6390,0,11,188,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/22,10,"Tenda F3 (N300, F303)",369,0,28,44,https://www.alza.cz/EN/tenda-f3-n300-f303-d3754534.htm
2019/9/23,1,TP-Link Archer C6,1000,34,238,365,https://www.alza.cz/EN/tp-link-archer-c6-d5484619.htm
2019/9/23,2,TP-LINK TL-WR841N,499,24,172,308,https://www.alza.cz/EN/tp-link-tl-wr841n-d185181.htm
2019/9/23,3,ASUS RT-AC57U,1199,11,78,119,https://www.alza.cz/EN/asus-rt-ac57u-d5478059.htm
2019/9/23,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,66,136,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/23,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,39,114,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/23,6,TP-LINK TL-WR940N,599,0,39,88,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/23,7,ASUS RT-AC66U B1,2399,0,19,60,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/23,8,TP-LINK Deco M5 3ks,6390,0,12,178,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/23,9,ASUS RT-AC58U,1999,0,23,83,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/23,10,"Tenda F3 (N300, F303)",369,0,28,41,https://www.alza.cz/EN/tenda-f3-n300-f303-d3754534.htm
2019/9/24,1,TP-Link Archer C6,1000,33,234,375,https://www.alza.cz/EN/tp-link-archer-c6-d5484619.htm
2019/9/24,2,TP-LINK TL-WR841N,499,24,173,274,https://www.alza.cz/EN/tp-link-tl-wr841n-d185181.htm
2019/9/24,3,ASUS RT-AC57U,1199,10,76,126,https://www.alza.cz/EN/asus-rt-ac57u-d5478059.htm
2019/9/24,4,TP-LINK Archer C50 AC1200 Dual Band,799,0,61,123,https://www.alza.cz/EN/tp-link-archer-c50-ac1200-dual-band-v3-d5250851.htm
2019/9/24,5,TP-LINK Archer C7 AC1750 Dual Band,1990,0,42,100,https://www.alza.cz/EN/tp-link-archer-c7-ac1750-dual-band-d470129.htm
2019/9/24,6,ASUS RT-AC66U B1,2399,0,21,68,https://www.alza.cz/EN/asus-rt-ac66u-b1-d4749139.htm
2019/9/24,7,TP-LINK Deco M5 3ks,6390,0,12,226,https://www.alza.cz/EN/tp-link-deco-m5-d5072789.htm
2019/9/24,8,TP-LINK TL-WR940N,599,0,35,99,https://www.alza.cz/EN/tp-link-tl-wr940n-d185179.htm
2019/9/24,9,ASUS RT-AC58U,1999,0,22,85,https://www.alza.cz/EN/asus-rt-ac58u-d4411674.htm
2019/9/24,10,"Tenda F3 (N300, F303)",369,0,29,58,https://www.alza.cz/EN/tenda-f3-n300-f303-d3754534.htm
